,Rooms,Status,Area,Price
1099,4,0,6000,137500000
1100,4,0,3600,97500000
1101,4,0,5400,145400000
1102,4,0,4000,141200000
1103,4,0,3600,97600000
1104,2,0,650,2600000
1105,5,0,3700,50000000
1106,3,0,1025,19500000
1108,4,0,2400,23000000
1109,2,0,1058,11000000
1110,2,0,600,2700000
1111,3,0,1800,24200000
1112,3,0,1700,19500000
1113,3,0,1800,21000000
1114,3,0,2400,22000000
1115,3,0,2250,42500000
1116,2,0,1350,22000000
1117,4,0,2700,50000000
1118,3,0,2250,42500000
1119,3,0,2250,41500000
1120,3,0,900,5051000
1121,3,0,855,4110000
1122,4,0,1450,16700000
1123,3,0,1100,14000000
1124,3,0,800,9300000
1125,4,0,3600,45000000
1126,3,0,1100,15000000
1127,3,0,1700,16500000
1128,4,0,2400,28000000
1129,3,0,1700,19700000
1130,2,0,1200,13799999
1131,4,0,2400,21500000
1132,1,0,200,1000000
1133,2,0,1100,11000000
1134,3,0,1700,16800000
1135,4,0,2400,24200000
1136,3,0,1700,16000000
1137,4,0,2800,34500000
1138,4,0,2400,22000000
1139,3,0,1700,14500000
1140,3,0,1800,25000000
1141,3,0,1700,16800000
1142,2,0,1200,13500000
1143,3,0,1600,21500000
1144,3,0,1550,15200000
1145,3,0,1700,17000000
1146,3,0,1750,19000000
1147,3,0,1800,23500000
1148,3,0,1800,30000000
1149,3,0,1800,30000000
1150,4,0,1200,54000000
1151,2,0,1250,14000000
1152,3,0,1750,19800000
1153,4,0,2400,20600000
1155,2,0,400,1450000
1156,1,0,350,1400000
1157,2,0,600,2100000
1158,3,0,1800,24000000
1159,3,0,1850,16900000
1160,3,0,1250,11000000
1161,3,0,900,7500000
1162,3,0,800,5500000
1163,3,0,900,7800000
1164,2,0,540,4000000
1165,3,0,800,6500000
1166,2,0,890,4200000
1167,2,0,750,4000000
1168,3,0,810,4500000
1169,3,0,900,8400000
1170,3,0,900,7500000
1171,3,0,1125,12500000
1172,3,0,1350,16500000
1173,3,0,1050,11000000
1174,3,0,900,8000000
1175,3,0,900,7600000
1176,3,0,900,7500000
1177,2,0,900,4200000
1178,2,0,520,2385000
1179,2,0,540,2325000
1180,2,0,550,2000000
1181,3,0,1750,19500000
1182,4,0,2250,24100000
1183,4,0,2925,85000000
1184,3,0,1700,16500000
1185,3,0,1750,20000000
1186,3,0,1700,16600000
1187,3,0,1750,19200000
1188,3,0,1080,7200000
1189,3,0,750,9000000
1190,3,0,1700,17000000
1191,3,0,1700,15800000
1192,3,0,1700,17300000
1193,3,0,1700,17900000
1194,3,0,1700,16800000
1195,3,0,1700,14500000
1196,4,0,2400,31000000
1197,3,0,1700,15200000
1198,3,0,1750,19500000
1199,3,0,1700,16200000
1200,3,0,1700,17800000
1201,3,0,1700,16800000
1202,3,0,900,5500000
1203,3,0,1700,16000000
1204,4,0,2400,21000000
1205,4,0,2400,23500000
1206,3,0,1800,22500000
1207,2,0,1250,14000000
1208,3,0,1700,17900000
1209,2,0,700,3649000
1210,2,0,700,3550000
1211,2,0,700,3500000
1212,2,0,700,3400000
1213,2,0,700,3300000
1214,3,0,810,4599000
1215,2,0,650,3599000
1216,2,0,650,3700000
1217,2,0,540,3599000
1218,2,0,700,3999000
1219,3,0,900,4850000
1220,2,0,630,3100000
1221,3,0,1125,5000000
1222,2,0,540,2500000
1223,3,0,900,5500000
1224,3,0,900,5200000
1225,3,0,900,4600000
1226,2,0,450,2000000
1227,2,0,720,3300000
1228,3,0,900,4860000
1229,2,0,450,2200000
1230,3,0,900,4850000
1231,3,0,1000,5800000
1232,3,0,855,4400000
1233,3,0,900,5500000
1234,3,0,1125,5850000
1235,3,0,1125,5600000
1236,3,0,1700,16500000
1237,3,0,1800,27300000
1238,3,0,1700,17800000
1239,2,0,1200,12400000
1240,2,0,1200,13500000
1241,2,0,1200,13200000
1242,3,0,1800,23800000
1243,3,0,1700,15000000
1244,3,0,1700,17500000
1245,2,0,1200,12400000
1246,3,0,1700,16800000
1247,3,0,1800,20000000
1248,3,0,1700,17900000
1249,4,0,2400,21800000
1250,3,0,1750,17600000
1251,4,0,2200,19800000
1252,3,0,1700,16500000
1253,4,0,2400,21800000
1254,3,0,1800,24500000
1255,2,0,550,2025000
1256,2,0,650,2350000
1257,2,0,520,2360000
1258,2,0,500,2200000
1259,3,0,740,3449000
1260,2,0,525,2360000
1261,2,0,540,2475000
1262,3,0,950,5000000
1263,2,0,560,2300000
1264,3,0,1700,14500000
1265,2,0,560,1975000
1266,3,0,800,3500000
1267,3,0,970,9000000
1268,3,0,1700,15000000
1269,3,0,1700,15500000
1270,3,0,1700,15000000
1271,3,0,1600,15800000
1272,3,0,905,8000000
1273,3,0,910,8000000
1274,3,0,800,6800000
1275,1,0,350,3300000
1276,2,0,650,6000000
1277,4,0,1600,20500000
1278,4,0,1450,17200000
1279,4,0,2250,36000000
1280,4,0,1200,11000000
1281,3,0,800,7200000
1282,3,0,800,7200000
1283,3,0,1450,12000000
1284,4,0,1400,21000000
1285,3,0,905,8000000
1286,3,0,910,8000000
1287,3,0,800,6800000
1288,4,0,2200,21800000
1289,3,0,1800,20500000
1290,3,0,1800,20500000
1291,4,0,2400,21000000
1292,3,0,1800,22000000
1293,3,0,1700,14500000
1294,4,0,2200,17500000
1295,3,0,1700,15000000
1296,4,0,2400,24000000
1297,3,0,810,3750000
1298,3,0,810,3350000
1299,4,0,2400,20500000
1300,2,0,630,3400000
1301,4,0,2400,21000000
1302,4,0,2400,24000000
1303,3,0,1750,18000000
1304,3,0,1700,17700000
1305,3,0,1370,15900000
1306,3,0,1750,18000000
1307,2,0,1200,10500000
1308,3,0,1700,16000000
1309,3,0,1700,18000000
1310,3,0,1700,17500000
1311,3,0,1600,14500000
1312,3,0,1750,20000000
1313,3,0,1700,17600000
1314,3,0,1700,15800000
1315,3,0,1821,15100000
1316,3,0,1750,17500000
1317,4,0,2400,33000000
1318,3,0,900,5231000
1319,3,0,800,4600000
1320,2,0,540,2800000
1321,3,0,800,6800000
1322,4,0,2520,42500000
1323,3,0,1800,25000000
1324,2,0,750,10000000
1325,2,0,520,2300000
1326,3,0,750,3525000
1327,3,0,802,3550000
1328,4,0,2400,22500000
1329,4,0,2600,23500000
1330,3,0,1700,15800000
1331,3,0,1700,15500000
1332,3,0,1750,21000000
1333,4,0,2400,23000000
1334,3,0,1750,20000000
1335,3,0,1700,18200000
1336,2,0,1200,14000000
1337,3,0,1800,19000000
1338,3,0,1750,21500000
1339,3,0,1700,19000000
1340,4,0,2400,27500000
1341,3,0,1700,18800000
1342,4,0,2400,23500000
1343,4,0,2400,20800000
1345,4,0,2000,24500000
1346,2,0,520,5000000
1357,2,0,1238,13799999
1358,3,0,1750,18800000
1359,3,0,1700,16500000
1360,4,0,2400,21000000
1361,2,0,500,2300000
1362,2,0,540,2490000
1363,2,0,525,2421000
1364,2,0,500,2000000
1365,2,0,540,2540000
1366,2,0,560,2275000
1367,2,0,550,2400000
1368,3,0,800,3500000
1369,2,0,560,2550000
1370,2,0,550,2150000
1371,2,0,510,2050000
1372,3,0,750,3460000
1373,1,0,450,1600000
1374,1,0,400,1500000
1375,3,0,775,3450000
1376,2,0,540,2100000
1377,2,0,600,2850000
1378,2,0,550,2300000
1379,2,0,530,2150000
